Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area,geometry,Neighbourhood,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year)
21,1611 Drummond Dr,V6T1B7,49.274087,-123.222267,Vancouver,22000000.0,5 bds,6 ba,"6,487 sqft",0,0,0,0,15,0,2,0,0,2,0,0,0,0,0,POINT (-123.222267 49.274087),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
22,159 W 2nd Ave #2/503,V5Y0L8,49.269571,-123.108504,Vancouver,56000.0,Studio,1ba,161 sqft,0,5,12,13,143,21,178,83,1,71,0,0,0,0,8,POINT (-123.108504 49.269571),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
23,1599 Angus Dr,V6J4H2,49.254756,-123.141274,Vancouver,21800000.0,8 bds,9 ba,"11,963 sqft",0,0,1,5,79,1,41,18,2,8,0,0,0,0,3,POINT (-123.141274 49.254756),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
24,8258 Tugboat Pl,V6P6P8,49.210799,-123.153303,Vancouver,2998000.0,4 bds,4 ba,"3,495 sqft",0,0,0,2,24,1,23,4,0,7,0,0,0,0,0,POINT (-123.153303 49.210799),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
25,1251 Cardero St #1808,V6G2H9,49.284994,-123.139881,Vancouver,399000.0,1 bd,1 ba,651 sqft,0,0,2,12,54,6,156,53,0,45,0,0,0,0,7,POINT (-123.139881 49.284994),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
26,3688 W 49th Ave,V6N3T8,49.227055,-123.186489,Vancouver,3488000.0,4 bds,3 ba,"2,334 sqft",0,0,0,1,30,0,3,0,0,1,0,0,0,0,1,POINT (-123.186489 49.227055),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
27,1675 Larch St,V6K3N7,49.271174,-123.162392,Vancouver,2128000.0,2 bds,2 ba,"1,068 sqft",0,0,0,7,49,5,71,29,0,9,0,0,0,0,3,POINT (-123.162392 49.271174),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
28,1159 Main St #505,V6A4B6,49.274261,-123.100494,Vancouver,768000.0,2 bds,2 ba,"1,061 sqft",0,3,4,9,137,29,146,73,0,54,0,0,0,0,4,POINT (-123.100494 49.274261),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
29,1128 Georgia St W #4903,V6E0A8,49.285762,-123.123947,Vancouver,19988000.0,4 bds,6 ba,"7,299 sqft",0,7,26,23,154,27,349,176,0,136,0,0,0,0,14,POINT (-123.123947 49.285762),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
30,138 Hastings St E #206,V6A0E6,49.281058,-123.101197,Vancouver,359000.0,1 bd,1 ba,452 sqft,0,6,8,8,128,31,124,77,0,70,0,0,0,0,3,POINT (-123.101197 49.281058),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
31,1720 Barclay St #503,V6G1K4,49.289164,-123.136778,Vancouver,395000.0,1 bd,1 ba,615 sqft,0,0,3,11,65,6,175,61,0,42,0,0,0,0,9,POINT (-123.136778 49.289164),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
32,1895 E 50th Ave,V5P1V1,49.224548,-123.067534,Vancouver,2780000.0,8 bds,7 ba,"2,949 sqft",0,0,1,7,87,1,32,3,0,12,0,0,0,0,1,POINT (-123.067534 49.224548),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
33,1510 W 1st Ave #305,V6J4S3,49.270682,-123.146084,Vancouver,749900.0,2 bds,2 ba,"1,006 sqft",0,0,2,6,65,6,103,50,2,24,0,0,0,0,6,POINT (-123.146084 49.270682),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
34,197 W King Edward Avenue St #8,V5Y4B4,49.248613,-123.109833,Vancouver,1999900.0,3 bds,3 ba,"1,239 sqft",0,1,1,5,66,0,72,26,0,12,0,0,0,0,2,POINT (-123.109833 49.248613),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
35,1784 Drummond Dr,V6T1B6,49.271896,-123.220682,Vancouver,20800000.0,7 bds,2 ba,#NAME?,0,0,0,0,19,0,4,0,0,4,0,0,0,0,0,POINT (-123.220682 49.271896),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
36,1188 Howe St #2403,V6Z2S8,49.278315,-123.12697,Vancouver,748000.0,2 bds,2 ba,751 sqft,0,4,23,19,139,23,310,143,1,115,0,0,0,0,13,POINT (-123.12697 49.278315),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
37,1363 E 21st Ave,V5V1R7,49.251446,-123.077023,Vancouver,1399900.0,3 bds,3 ba,"1,456 sqft",0,1,0,4,86,0,54,12,0,15,0,0,0,0,1,POINT (-123.077023 49.251446),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
38,2795 W 37th Ave,V6N2T5,49.238765,-123.167839,Vancouver,5750000.0,5 bds,7 ba,"4,059 sqft",0,0,1,2,46,0,23,8,0,4,0,0,0,0,1,POINT (-123.167839 49.238765),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
39,1626 Avondale Ave,V6M1S1,49.236718,-123.141853,Vancouver,14980000.0,5 bds,8 ba,"5,125 sqft",0,0,1,0,61,0,10,4,0,1,0,0,0,0,0,POINT (-123.141853 49.236718),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
40,3337 Flagstaff Pl,V5S4K9,49.211569,-123.031929,Vancouver,985000.0,4 bds,3 ba,"1,672 sqft",0,0,0,3,66,0,7,3,0,5,0,0,0,0,1,POINT (-123.031929 49.211569),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
41,1325 Rolston St #1513,V6B0M2,49.275617,-123.127925,Vancouver,633000.0,Studio,1 ba,461 sqft,0,3,16,14,125,20,280,131,1,103,0,0,0,0,10,POINT (-123.127925 49.275617),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
42,63 Keefer Pl #502,V6B6N6,49.279933,-123.10662,Vancouver,970000.0,3 bds,2 ba,962 sqft,0,8,22,11,167,37,197,130,0,103,0,0,0,0,7,POINT (-123.10662 49.279933),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
43,1189 Melville St #3404,V6E4T8,49.287784,-123.123458,Vancouver,1650000.0,2 bds,3 ba,"1,414 sqft",0,7,25,21,134,27,340,172,0,128,0,0,0,0,13,POINT (-123.123458 49.287784),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
44,86 Creelman Ave #2078,V6J1C3,49.274486,-123.14967,Vancouver,4999999.0,8 bds,4 ba,"5,840 sqft",0,0,1,6,45,4,74,33,2,12,0,0,0,0,4,POINT (-123.14967 49.274486),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
45,3635 W 14th Ave,V6R2W6,49.26001,-123.184653,Vancouver,4880000.0,5 bds,6 ba,"3,604 sqft",0,0,0,6,59,3,40,11,0,9,0,0,0,0,2,POINT (-123.184653 49.26001),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
46,2023 W 36th Ave,V6M1L1,49.23888,-123.152567,Vancouver,7500000.0,6 bds,8 ba,"4,810 sqft",0,0,2,5,66,0,30,14,0,7,0,0,0,0,1,POINT (-123.152567 49.23888),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
47,1925 SW Marine Dr,V6P6B3,49.211681,-123.15033,Vancouver,7880000.0,5 bds,8 ba,"8,514 sqft",0,0,0,2,33,1,25,7,0,7,0,0,0,0,1,POINT (-123.15033 49.211681),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
48,8588 Cornish St #1105,V6P0C1,49.208948,-123.141934,Vancouver,918888.0,2 bds,2 ba,"1,634 sqft",0,1,0,2,51,1,33,12,0,14,0,0,0,0,1,POINT (-123.141934 49.208948),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
49,1499 W Pender St #1802,V6G2S3,49.289964,-123.128049,Vancouver,2798000.0,2 bds,3 ba,"1,578 sqft",0,2,9,18,111,18,289,126,0,90,0,0,0,0,12,POINT (-123.128049 49.289964),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
50,1527 Angus Dr,V6J4H2,49.254874,-123.140051,Vancouver,8890000.0,5 bds,6 ba,"6,422 sqft",0,0,1,5,80,1,49,21,2,10,0,0,0,0,3,POINT (-123.140051 49.254874),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
51,788 W 19th Ave,V5Z1X2,49.254059,-123.121662,Vancouver,3879000.0,4 bds,4 ba,"2,448 sqft",2,2,4,6,84,0,89,39,0,17,0,0,0,0,5,POINT (-123.121662 49.254059),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
52,2305 Turner St,V5L2A6,49.279356,-123.057661,Vancouver,2500000.0,5 bds,2 ba,"2,051 sqft",0,0,0,3,52,3,51,24,0,11,0,0,0,0,2,POINT (-123.057661 49.279356),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
53,53 Hastings St W #503,V6B1G4,49.282116,-123.106307,Vancouver,499900.0,1 bd,1 ba,718 sqft,0,8,21,11,157,33,196,126,0,102,0,0,0,0,8,POINT (-123.106307 49.282116),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
54,250 E 6th Ave #809,V5T0B7,49.265226,-123.100379,Vancouver,1099000.0,2 bds,2 ba,834 sqft,1,2,3,7,106,14,97,41,0,24,0,0,0,0,3,POINT (-123.100379 49.265226),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
55,7021 Prescott St,V6N1N2,49.222454,-123.177956,Vancouver,4999000.0,3 bds,3 ba,"2,614 sqft",0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,POINT (-123.177956 49.222454),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
56,8083 Angus Dr,V6P5K9,49.212693,-123.14893,Vancouver,10888000.0,4 bds,7 ba,"5,900 sqft",0,0,0,2,35,1,25,7,0,7,0,0,0,0,1,POINT (-123.14893 49.212693),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
57,4869 Lanark St,V5N3S1,49.240711,-123.075322,Vancouver,1598000.0,3 bds,3 ba,"1,513 sqft",0,0,0,8,83,1,59,6,0,9,0,0,0,0,2,POINT (-123.075322 49.240711),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
58,1483 King Edward Ave E #1056,V5N5Z3,49.249844,-123.138278,Vancouver,899900.0,2 bds,2 ba,916 sqft,0,0,0,2,61,0,17,9,0,2,0,0,0,0,2,POINT (-123.138278 49.249844),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
59,1270 Robson St #507,V6E3Z6,49.286589,-123.128605,Vancouver,499000.0,1 bd,1 ba,589 sqft,0,3,11,22,128,20,337,141,0,98,0,0,0,0,13,POINT (-123.128605 49.286589),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
60,3625 Monmouth Ave,V5R5S4,49.23952,-123.02554,Vancouver,1698000.0,4 bds,2 ba,"1,480 sqft",0,1,1,3,95,0,52,18,0,15,0,0,0,0,3,POINT (-123.02554 49.23952),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
61,560 Cardero St #603,V6G3E9,49.291362,-123.128679,Vancouver,1050000.0,1 bd,1ba,710 sqft,0,2,8,14,89,13,246,99,0,64,0,0,0,0,10,POINT (-123.128679 49.291362),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
62,939 Homer St #2402,V6B2W6,49.278115,-123.119485,Vancouver,698000.0,2 bds,1 ba,770 sqft,0,9,30,19,163,32,321,189,1,161,0,0,0,0,12,POINT (-123.119485 49.278115),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
63,488 Helmcken St UNIT 605,V6B6E4,49.276526,-123.122747,Vancouver,775000.0,2 bds,2 ba,875 sqft,0,6,28,18,150,27,321,168,1,135,0,0,0,0,11,POINT (-123.122747 49.276526),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
64,2612 Balaclava St,V6K4E2,49.263105,-123.173703,Vancouver,3298000.0,3 bds,3 ba,"1,682 sqft",0,0,0,8,72,4,63,22,0,14,0,0,0,0,2,POINT (-123.173703 49.263105),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
65,1425 Lameys Mill Rd #10,V6H3W2,49.268443,-123.135844,Vancouver,999999.0,2 bds,2 ba,"1,340 sqft",1,0,5,8,87,7,133,61,1,48,0,0,0,0,7,POINT (-123.135844 49.268443),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
66,453 E 47th Ave,V5W2B3,49.227715,-123.095493,Vancouver,1828000.0,2 bds,2 ba,"1,876 sqft",0,0,0,5,83,0,26,11,0,10,0,0,0,0,2,POINT (-123.095493 49.227715),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
67,583 Beach Cres #2903,V6Z3E6,49.273589,-123.129221,Vancouver,2098000.0,2 bds,2 ba,"1,245 sqft",1,2,11,13,110,19,252,107,1,89,0,0,0,0,7,POINT (-123.129221 49.273589),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
68,610 Granville St #811,V6C3T3,49.28312,-123.116554,Vancouver,499000.0,Studio,1 ba,420 sqft,0,8,29,16,151,36,313,182,0,150,0,0,0,0,12,POINT (-123.116554 49.28312),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
69,540 E 11th Ave,V5T2C4,49.260377,-123.091996,Vancouver,1198000.0,2 bds,1 ba,871 sqft,1,0,2,7,87,4,97,29,0,21,0,0,0,0,2,POINT (-123.091996 49.260377),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
70,1201 Marinaside Cres #1602,V6Z2V2,49.273129,-123.120638,Vancouver,1398000.0,2 bds,2 ba,"1,018 sqft",1,7,27,19,149,23,290,139,1,110,0,0,0,0,12,POINT (-123.120638 49.273129),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
71,2850 Mackenzie St,V6K4A2,49.260838,-123.169951,Vancouver,2298000.0,3 bds,4 ba,"1,555 sqft",0,0,0,8,67,3,52,22,0,10,0,0,0,0,1,POINT (-123.169951 49.260838),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
72,1332 W 51st Ave,V6P1C7,49.22465,-123.135958,Vancouver,6480000.0,5 bds,7 ba,"4,883 sqft",0,0,1,0,69,0,12,8,0,3,0,0,0,0,2,POINT (-123.135958 49.22465),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
73,8988 Hudson St #116,V6P6Z1,49.20355,-123.134225,Vancouver,465000.0,1 bd,1 ba,465 sqft,0,1,0,1,55,1,43,13,0,17,0,0,0,0,0,POINT (-123.134225 49.20355),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
74,445 E 57th Ave #2,V5X1S8,49.218602,-123.09638,Vancouver,1478000.0,5 bds,4 ba,"1,599 sqft",0,0,0,5,60,0,27,9,0,13,0,0,0,0,3,POINT (-123.09638 49.218602),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
75,8555 Granville St #2108,V6P0C3,49.209294,-123.141287,Vancouver,1068000.0,2 bds,2 ba,911 sqft,0,0,0,2,50,1,33,12,0,14,0,0,0,0,1,POINT (-123.141287 49.209294),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
76,555 Abbott St #312,V6B6B8,49.280181,-123.108684,Vancouver,999000.0,3 bds,1 ba,986 sqft,0,9,22,14,157,38,225,145,0,117,0,0,0,0,9,POINT (-123.108684 49.280181),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
77,1465 Walnut St,V6J3R2,49.272706,-123.149237,Vancouver,1580000.0,2 bds,2 ba,"1,217 sqft",0,0,1,6,52,4,83,39,2,13,0,0,0,0,4,POINT (-123.149237 49.272706),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
78,4422 Quesnel Dr,V6L2X6,49.247018,-123.168268,Vancouver,8680000.0,5 bds,6 ba,"4,409 sqft",0,0,1,1,47,0,3,1,0,2,0,0,0,0,0,POINT (-123.168268 49.247018),Arbutus Ridge,1417.0,283.0,80.0,16.0,278.0,56.0,1059.0,212.0
79,7450 Balaclava St,V6N1M8,49.218032,-123.175623,Vancouver,3875000.0,3 bds,3 ba,"2,053 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,POINT (-123.175623 49.218032),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
80,277 Thurlow St #3001,V6C0C1,49.288884,-123.11914,Vancouver,13800000.0,3 bds,4 ba,"3,327 sqft",0,6,29,10,120,25,245,154,0,104,0,0,0,0,9,POINT (-123.11914 49.288884),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
81,4053 W 32nd Ave,V6S1Z5,49.243624,-123.195417,Vancouver,2769000.0,6 bds,4 ba,"2,408 sqft",0,0,0,2,30,0,8,1,0,2,0,0,0,0,1,POINT (-123.195417 49.243624),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
82,168 Powell St #515,V6A0B2,49.282968,-123.100636,Vancouver,399888.0,1 bd,1 ba,566 sqft,0,6,7,7,124,25,111,71,0,67,0,0,0,0,3,POINT (-123.100636 49.282968),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
83,209 E 7th Ave #501,V5T0H3,49.264857,-123.100405,Vancouver,1425000.0,3 bds,2 ba,"1,327 sqft",1,2,3,7,107,12,98,41,0,24,0,0,0,0,3,POINT (-123.100405 49.264857),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
84,2453 W 10th Ave,V6K2K7,49.263248,-123.161373,Vancouver,3498000.0,5 bds,4 ba,"2,327 sqft",0,0,0,10,75,6,76,33,1,11,0,0,0,0,4,POINT (-123.161373 49.263248),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
85,2600 E 49th Ave #112,V5S1J8,49.224313,-123.054098,Vancouver,529999.0,2 bds,1 ba,882 sqft,0,0,1,5,78,0,14,2,0,6,0,0,0,0,0,POINT (-123.054098 49.224313),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
86,1101 W 8th Ave #11,V6H1C5,49.264598,-123.129408,Vancouver,599000.0,1 bd,1 ba,607 sqft,1,1,6,8,95,5,137,66,1,43,0,0,0,0,7,POINT (-123.129408 49.264598),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
87,2419 Grant St #201,V6A2J6,49.271619,-123.055762,Vancouver,1285900.0,3 bds,2 ba,"1,167 sqft",0,0,1,2,53,1,39,17,0,6,0,0,0,0,2,POINT (-123.055762 49.271619),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
88,2236 E 34th Ave,V5P1B1,49.238649,-123.060743,Vancouver,1988000.0,7 bds,4 ba,"2,663 sqft",0,1,0,9,88,0,64,5,0,10,0,0,0,0,3,POINT (-123.060743 49.238649),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
89,1288 Marinaside Cres #609,V6Z2W5,49.272079,-123.120377,Vancouver,1198000.0,2 bds,2 ba,"1,069 sqft",1,6,26,16,137,21,274,120,1,98,0,0,0,0,9,POINT (-123.120377 49.272079),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
90,888 Bute St #101,V6E1Y5,49.284652,-123.128638,Vancouver,988000.0,2 bds,2 ba,"1,063 sqft",0,4,14,22,137,21,362,150,0,110,0,0,0,0,15,POINT (-123.128638 49.284652),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
91,1915 W 13th Ave,V6J2H5,49.259723,-123.148738,Vancouver,2399000.0,3 bds,3 ba,"2,020 sqft",0,0,1,8,88,3,92,40,2,15,0,0,0,0,5,POINT (-123.148738 49.259723),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
92,3623 Yale St,V5K1B8,49.290988,-123.025089,Vancouver,1976000.0,6 bds,5 ba,"2,175 sqft",0,0,0,1,35,0,10,6,0,2,0,0,0,0,1,POINT (-123.025089 49.290988),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
93,3437 E 49th Ave #80,V5S1M1,49.224224,-123.031028,Vancouver,869000.0,3 bds,1 ba,"1,380 sqft",0,0,1,4,96,0,39,17,0,12,0,0,0,0,3,POINT (-123.031028 49.224224),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
94,428 Beach Cres #2802,V6Z3G1,49.27233,-123.127311,Vancouver,7598000.0,3 bds,4 ba,"2,948 sqft",1,3,14,12,116,18,253,111,1,90,0,0,0,0,8,POINT (-123.127311 49.27233),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
95,1019 Gilford St #8,V6G2P1,49.2903,-123.140972,Vancouver,1075000.0,2 bds,2 ba,"1,177 sqft",0,0,0,8,46,4,123,36,0,28,0,0,0,0,6,POINT (-123.140972 49.2903),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
96,7428 Alberta St #304,V5X0J5,49.217347,-123.112657,Vancouver,1498000.0,2 bds,2 ba,"1,069 sqft",0,2,0,2,46,1,8,7,1,8,0,0,0,0,2,POINT (-123.112657 49.217347),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
97,3542 W 16th Ave,V6R3C1,49.257558,-123.183274,Vancouver,2498000.0,5 bds,2 ba,"2,037 sqft",0,0,0,6,60,3,45,12,0,9,0,0,0,0,2,POINT (-123.183274 49.257558),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
98,275 E 65th Ave,V5X2P3,49.211978,-123.100764,Vancouver,1999900.0,4 bds,4 ba,"2,259 sqft",0,0,0,1,35,0,9,2,0,6,0,0,0,0,1,POINT (-123.100764 49.211978),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
99,183 Keefer Pl #1004,V6B6B9,49.280356,-123.10826,Vancouver,1100000.0,3 bds,2 ba,"1,207 sqft",0,9,22,12,160,38,215,140,0,115,0,0,0,0,8,POINT (-123.10826 49.280356),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
100,2889 E 1st Ave #215,V5M0G2,49.269961,-123.044686,Vancouver,729000.0,2 bds,2 ba,825 sqft,0,1,1,1,67,0,19,11,0,8,0,0,0,0,2,POINT (-123.044686 49.269961),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
101,1372 Seymour St #2701,V6B0L1,49.27459,-123.127563,Vancouver,1688000.0,2 bds,2 ba,"1,196 sqft",1,2,16,13,123,19,279,126,1,103,0,0,0,0,9,POINT (-123.127563 49.27459),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
102,53 Hastings St W #306,V6B1G4,49.282116,-123.106307,Vancouver,499900.0,1 bd,1 ba,764 sqft,0,8,21,11,157,33,196,126,0,102,0,0,0,0,8,POINT (-123.106307 49.282116),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
103,583 Beach Cres #3006,V6Z3E6,49.273589,-123.129221,Vancouver,1599000.0,2 bds,2 ba,"1,065 sqft",1,2,11,13,110,19,252,107,1,89,0,0,0,0,7,POINT (-123.129221 49.273589),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
104,2768 E 25th Ave,V5R1H7,49.247673,-123.047995,Vancouver,2998000.0,7 bds,7 ba,"3,191 sqft",0,3,0,1,77,0,26,4,0,5,0,0,0,0,2,POINT (-123.047995 49.247673),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
105,845 W 67th Ave,V6P2S5,49.210871,-123.125486,Vancouver,1499000.0,3 bds,3 ba,"1,068 sqft",0,1,0,1,39,1,9,9,1,6,0,0,0,0,1,POINT (-123.125486 49.210871),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
106,3290 Cypress St,V6J3N6,49.256513,-123.148065,Vancouver,5498000.0,4 bds,4 ba,"4,599 sqft",0,0,1,8,84,2,67,25,2,12,0,0,0,0,4,POINT (-123.148065 49.256513),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
107,885 Cambie St #2103,V6B0R6,49.277518,-123.116547,Vancouver,1838000.0,2 bds,2 ba,"1,008 sqft",0,9,29,18,164,38,309,185,1,148,0,0,0,0,11,POINT (-123.116547 49.277518),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
108,4900 Cartier St #306,V6M4H2,49.240721,-123.136482,Vancouver,3298000.0,2 bds,3 ba,"2,000 sqft",0,0,1,0,64,0,5,10,0,0,0,0,0,0,2,POINT (-123.136482 49.240721),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
109,1415 Walnut St,V6J3R2,49.273246,-123.149335,Vancouver,2198000.0,3 bds,3 ba,"1,698 sqft",0,0,1,6,53,4,81,38,2,13,0,0,0,0,4,POINT (-123.149335 49.273246),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
110,4818 Knight St,V5N3N4,49.241341,-123.075952,Vancouver,1880000.0,6 bds,3 ba,"2,492 sqft",0,0,0,6,81,1,53,6,0,8,0,0,0,0,2,POINT (-123.075952 49.241341),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
111,1350 W 6th Ave #17,V6H1A7,49.265879,-123.135055,Vancouver,749000.0,1 bd,1 ba,840 sqft,1,0,5,7,78,4,98,50,1,25,0,0,0,0,5,POINT (-123.135055 49.265879),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
