,street address,latitude,longitude,neighbourhood,Income_Class,Crime_Class
945,501 adelaide st w #1108,43.645422,-79.401295,wellington place,High Class,Moderate Crime
946,455 wellington st w #509,43.643152,-79.397171,wellington place,High Class,Moderate Crime
947,87 peter st unit 2915,43.646776,-79.392435,wellington place,High Class,Moderate Crime
948,55 stewart st unit 625,43.643237,-79.401278,wellington place,High Class,Moderate Crime
949,20 blue jays way #1106,43.643797,-79.391668,wellington place,High Class,Moderate Crime
950,290 adelaide st w #2405,43.647816,-79.391122,wellington place,High Class,Moderate Crime
951,20 niagara st #penthouse 1,43.642374,-79.400916,wellington place,High Class,Moderate Crime
952,20 stewart st #204,43.643775,-79.400667,wellington place,High Class,Moderate Crime
953,501 adelaide st w #909,43.645422,-79.401295,wellington place,High Class,Moderate Crime
954,533 richmond st w penthouse 2,43.646874,-79.400841,wellington place,High Class,Moderate Crime
955,30 nelson st #penthouse 101,43.649062,-79.388476,wellington place,High Class,Moderate Crime
956,20 blue jays way #319,43.643797,-79.391668,wellington place,High Class,Moderate Crime
957,629 king st w #1307,43.643972,-79.401585,wellington place,High Class,Moderate Crime
958,357 king st w #1601,43.645835,-79.392529,wellington place,High Class,Moderate Crime
959,125 peter st #1301,43.648321,-79.392887,wellington place,High Class,Moderate Crime
960,295 adelaide st w #2303,43.647594,-79.390757,wellington place,High Class,Moderate Crime
961,80 john st #1603,43.646874,-79.390188,wellington place,High Class,Moderate Crime
962,375 king st w #2302,43.6457,-79.393154,wellington place,High Class,Moderate Crime
963,470 front st w #1301,43.642512,-79.395988,wellington place,High Class,Moderate Crime
964,11 charlotte st #402,43.646378,-79.39367,wellington place,High Class,Moderate Crime
965,802 - 290 adelaide street w,43.647816,-79.391122,wellington place,High Class,Moderate Crime
966,206 - 5 greystone walk dr,43.645415,-79.387361,wellington place,High Class,Moderate Crime
967,1517 - 87 peter st,43.646776,-79.392435,wellington place,High Class,Moderate Crime
968,321 - 451 the west mall,43.645415,-79.387361,wellington place,High Class,Moderate Crime
969,810 - 38 widmer st,43.64818,-79.391974,wellington place,High Class,Moderate Crime
970,710 - 108 peter st,43.647679,-79.393277,wellington place,High Class,Moderate Crime
971,3105 - 30 nelson st,43.649062,-79.388476,wellington place,High Class,Moderate Crime
972,gph3 - 8 widmer st,43.646752,-79.391805,wellington place,High Class,Moderate Crime
973,1103 - 123 portland street,43.646104,-79.400477,wellington place,High Class,Moderate Crime
974,204 - 123 portland street,43.646104,-79.400477,wellington place,High Class,Moderate Crime
975,3503 - 290 adelaide st w,43.647816,-79.391122,wellington place,High Class,Moderate Crime
976,322 - 500 richmond st w,43.647616,-79.399165,wellington place,High Class,Moderate Crime
977,1415 - 140 simcoe st,43.649529,-79.387146,wellington place,High Class,Moderate Crime
978,1008 - 327 king st w,43.646129,-79.391089,wellington place,High Class,Moderate Crime
979,1116 - 88 blue jays way,43.64542,-79.392508,wellington place,High Class,Moderate Crime
980,878 - 1 greystone walk drive,43.645415,-79.387361,wellington place,High Class,Moderate Crime
981,1711 - 330 richmond street w,43.64896,-79.392576,wellington place,High Class,Moderate Crime
982,52 amiens rd,43.776204,-79.188186,west hill,Low Class,Moderate Crime
983,4060 lawrence ave e #108,43.766351,-79.197594,west hill,Low Class,Moderate Crime
984,56 amiens rd,43.776434,-79.188258,west hill,Low Class,Moderate Crime
985,55 deanscroft sq,43.764897,-79.176426,west hill,Low Class,Moderate Crime
986,391 beechgrove dr #79,43.776785,-79.172058,west hill,Low Class,Moderate Crime
987,224 coronation dr,43.762523,-79.181993,west hill,Low Class,Moderate Crime
988,127 weir cres,43.773648,-79.196582,west hill,Low Class,Moderate Crime
989,10 rowallan dr,43.759467,-79.185416,west hill,Low Class,Moderate Crime
990,79 weir cres,43.775794,-79.193404,west hill,Low Class,Moderate Crime
991,125 alicewood ct,43.730833,-79.596435,west humber clairville,Low Class,Moderate Crime
992,15 helmsdale cres,43.747239,-79.603316,west humber clairville,Low Class,Moderate Crime
993,8 attila ct,43.736459,-79.597189,west humber clairville,Low Class,Moderate Crime
994,15 braddock road,43.719486,-79.584801,west humber clairville,Low Class,Moderate Crime
995,46 - 2012 martin grove rd,43.741867,-79.594194,west humber clairville,Low Class,Moderate Crime
996,1 sudbury st #101,43.641055,-79.417998,west queen west,High Class,Moderate Crime
997,801 king st w #325,43.642734,-79.40707,west queen west,High Class,Moderate Crime
998,11b crawford st #11b,43.640922,-79.413315,west queen west,High Class,Moderate Crime
999,993 queen st w #223,43.644646,-79.415649,west queen west,High Class,Moderate Crime
1000,570 wellington st w #13a,43.642841,-79.403108,west queen west,High Class,Moderate Crime
1001,676 richmond st w #106,43.646269,-79.405919,west queen west,High Class,Moderate Crime
1002,631 richmond st w,43.646133,-79.404423,west queen west,High Class,Moderate Crime
1003,825 adelaide st w,43.643556,-79.410684,west queen west,High Class,Moderate Crime
1004,24a massey st,43.642716,-79.413217,west queen west,High Class,Moderate Crime
1005,700 king st w unit 604,43.644124,-79.403262,west queen west,High Class,Moderate Crime
1006,1216 - 801 king street w,43.642734,-79.40707,west queen west,High Class,Moderate Crime
1007,408 - 801 king st w,43.642734,-79.40707,west queen west,High Class,Moderate Crime
1008,9 joseph salsberg lane,43.644349,-79.404053,west queen west,High Class,Moderate Crime
1009,428 - 12 douro street,43.640766,-79.412339,west queen west,High Class,Moderate Crime
1010,58b tecumseth st,43.642555,-79.40522,west queen west,High Class,Moderate Crime
1011,619 - 96 strachan ave,43.64106,-79.411892,west queen west,High Class,Moderate Crime
1012,48d crawford st,43.642757,-79.414423,west queen west,High Class,Moderate Crime
1013,35 kirkdene dr,43.793789,-79.141364,west rouge,Moderate Class,Moderate Crime
1014,1103 - 10 dean park rd,43.804217,-79.168775,west rouge,Moderate Class,Moderate Crime
1015,905 - 10 dean park road,43.804217,-79.168775,west rouge,Moderate Class,Moderate Crime
1016,28 wuthering heights road,43.782178,-79.129475,west rouge,Moderate Class,Moderate Crime
1017,812 - 10 dean park rd,43.804217,-79.168775,west rouge,Moderate Class,Moderate Crime
1018,214 antibes dr,43.781975,-79.448556,westminster branson,Low Class,Moderate Crime
1019,296 torresdale ave #17,43.7896,-79.45287,westminster branson,Low Class,Moderate Crime
1020,1108 - 10 torresdale ave,43.772736,-79.452183,westminster branson,Low Class,Moderate Crime
1021,601 - 115 antibes dr,43.779571,-79.445886,westminster branson,Low Class,Moderate Crime
1022,1706 - 133 torresdale ave,43.778604,-79.451801,westminster branson,Low Class,Moderate Crime
1023,1102 - 131 torresdale ave s,43.777999,-79.452714,westminster branson,Low Class,Moderate Crime
1024,10 wilby cres #1603,43.697794,-79.512333,weston,Low Class,Moderate Crime
1025,79 john st,43.703998,-79.515164,weston,Low Class,Moderate Crime
1026,2130 weston rd #304,43.702433,-79.524659,weston,Low Class,Moderate Crime
1027,2088 lawrence ave w #603,43.699951,-79.518563,weston,Low Class,Moderate Crime
1028,501 - 2464 weston rd,43.708257,-79.534202,weston,Low Class,Moderate Crime
1029,37 holley ave,43.706346,-79.52964,weston,Low Class,Moderate Crime
1030,405 - 2464 weston road,43.708257,-79.534202,weston,Low Class,Moderate Crime
1031,1787 saint clair ave w #414,43.673553,-79.461868,weston pelham park,Moderate Class,Moderate Crime
1032,10 ed clark gdns #14,43.674272,-79.46257,weston pelham park,Moderate Class,Moderate Crime
1033,1787 saint clair ave w #917,43.673553,-79.461868,weston pelham park,Moderate Class,Moderate Crime
1034,100 rosethorn ave,43.679352,-79.463314,weston pelham park,Moderate Class,Moderate Crime
1035,74 connolly st,43.671959,-79.455369,weston pelham park,Moderate Class,Moderate Crime
1036,121 ford st #109,43.673343,-79.462184,weston pelham park,Moderate Class,Moderate Crime
1037,186 silverthorn ave,43.678699,-79.461834,weston pelham park,Moderate Class,Moderate Crime
1038,409 - 3 rowntree rd,43.681222,-79.460569,weston pelham park,Moderate Class,Moderate Crime
1039,613 old weston rd,43.678775,-79.464784,weston pelham park,Moderate Class,Moderate Crime
1040,1802 - 3 rowntree rd,43.681222,-79.460569,weston pelham park,Moderate Class,Moderate Crime
1041,1328 birchmount rd #penthouse 9,43.748506,-79.286068,wexford/maryvale,Low Class,Moderate Crime
1042,46 singleton rd,43.733528,-79.298509,wexford/maryvale,Low Class,Moderate Crime
1043,80 shandon drive,43.767431,-79.31443,wexford/maryvale,Low Class,Moderate Crime
1044,48 - 651f warden avenue,43.731911,-79.28929,wexford/maryvale,Low Class,Moderate Crime
1045,1904 - 20 brin dr,43.746854,-79.304044,wexford/maryvale,Low Class,Moderate Crime
1046,66 - 441 military tr,43.737438,-79.295402,wexford/maryvale,Low Class,Moderate Crime
1047,509 - 1328 birchmount rd,43.748506,-79.286068,wexford/maryvale,Low Class,Moderate Crime
1048,509 beecroft rd #1209,43.778652,-79.417947,willowdale west,Moderate Class,Moderate Crime
1049,271 park home ave,43.764323,-79.434004,willowdale west,Moderate Class,Moderate Crime
1050,503 beecroft rd #515,43.778232,-79.417772,willowdale west,Moderate Class,Moderate Crime
1051,5444 yonge st #108,43.776373,-79.415758,willowdale west,Moderate Class,Moderate Crime
1052,5418 yonge st #901,43.775522,-79.415248,willowdale west,Moderate Class,Moderate Crime
1053,319 betty ann dr,43.764741,-79.436434,willowdale west,Moderate Class,Moderate Crime
1054,503 beecroft rd #905,43.778232,-79.417772,willowdale west,Moderate Class,Moderate Crime
1055,262 senlac rd,43.770953,-79.428126,willowdale west,Moderate Class,Moderate Crime
1056,909 - 7 lorraine drive,43.77874,-79.417139,willowdale west,Moderate Class,Moderate Crime
1057,unit 12 - 57 finch avenue w,43.778324,-79.420761,willowdale west,Moderate Class,Moderate Crime
1058,47 terrace ave,43.767589,-79.441138,willowdale west,Moderate Class,Moderate Crime
1059,23 strathdee dr,43.681424,-79.544171,willowridge martingrove richview,Moderate Class,Moderate Crime
1060,88 willowridge rd,43.678549,-79.57346,willowridge martingrove richview,Moderate Class,Moderate Crime
1061,212 - 5 richgrove dr,43.676833,-79.564206,willowridge martingrove richview,Moderate Class,Moderate Crime
1062,26 breadner dr,43.6931,-79.560049,willowridge martingrove richview,Moderate Class,Moderate Crime
1063,32 farley cres,43.681564,-79.561956,willowridge martingrove richview,Moderate Class,Moderate Crime
1064,32 sabrina dr,43.69259,-79.564601,willowridge martingrove richview,Moderate Class,Moderate Crime
1065,45 pegasus trl,43.780196,-79.221561,woburn north,Low Class,Moderate Crime
1066,62 portico dr,43.780543,-79.219347,woburn north,Low Class,Moderate Crime
1067,24 sophia dr,43.762867,-79.227694,woburn north,Low Class,Moderate Crime
1068,8 lee centre dr #702,43.780823,-79.247602,woburn north,Low Class,Moderate Crime
1069,29 portico dr,43.779069,-79.22196,woburn north,Low Class,Moderate Crime
1070,137 benleigh drive,43.762537,-79.238934,woburn north,Low Class,Moderate Crime
1071,84 pandora circ,43.765568,-79.231436,woburn north,Low Class,Moderate Crime
1072,3036 - 68 corporate drive,43.780535,-79.251006,woburn north,Low Class,Moderate Crime
1073,15 wantanopa crescent,43.765039,-79.233239,woburn north,Low Class,Moderate Crime
1074,17 maughan cres,43.670022,-79.316003,woodbine corridor,Moderate Class,Moderate Crime
1075,2a battenberg ave,43.667336,-79.316773,woodbine corridor,Moderate Class,Moderate Crime
1076,77 glenmore rd,43.678005,-79.310652,woodbine corridor,Moderate Class,Moderate Crime
1077,7 doncaster ave,43.690493,-79.308029,woodbine lumsden,Moderate Class,Moderate Crime
1078,18 epsom ave,43.691601,-79.308027,woodbine lumsden,Moderate Class,Moderate Crime
1079,48 westbrook ave,43.693539,-79.306305,woodbine lumsden,Moderate Class,Moderate Crime
1080,542 delaware ave n,43.672077,-79.432791,wychwood,Moderate Class,Moderate Crime
1081,82 greensides ave,43.679843,-79.429992,wychwood,Moderate Class,Moderate Crime
1082,17 regal rd,43.674962,-79.433701,wychwood,Moderate Class,Moderate Crime
1083,3 biggar ave,43.678959,-79.433611,wychwood,Moderate Class,Moderate Crime
1084,580 christie st #807,43.679182,-79.425403,wychwood,Moderate Class,Moderate Crime
1085,26 winona dr,43.675393,-79.43073,wychwood,Moderate Class,Moderate Crime
1086,413 - 835 st clair ave w,43.68015,-79.431791,wychwood,Moderate Class,Moderate Crime
1087,1 king st w #2402,43.648987,-79.37807,yonge bay corridor,Moderate Class,Moderate Crime
1088,20 edward st #1719,43.657059,-79.382187,yonge bay corridor,Moderate Class,Moderate Crime
1089,1 king st w #1501,43.648987,-79.37807,yonge bay corridor,Moderate Class,Moderate Crime
1090,311 bay st #4801,43.649756,-79.380323,yonge bay corridor,Moderate Class,Moderate Crime
1091,73 richmond st w #l02,43.650733,-79.382286,yonge bay corridor,Moderate Class,Moderate Crime
1092,1604 - 20 edward st,43.657059,-79.382187,yonge bay corridor,Moderate Class,Moderate Crime
1093,l06 - 73 richmond st w,43.650733,-79.382286,yonge bay corridor,Moderate Class,Moderate Crime
1094,3203 - 180 university avenue,43.648996,-79.386154,yonge bay corridor,Moderate Class,Moderate Crime
1095,1511 - 70 temperance st,43.650465,-79.382209,yonge bay corridor,Moderate Class,Moderate Crime
1096,65 spring garden ave #1802,43.764832,-79.409426,yonge doris,Moderate Class,Moderate Crime
1097,70 byng ave #6,43.777634,-79.411524,yonge doris,Moderate Class,Moderate Crime
1098,15 holmes ave #2405,43.777812,-79.413863,yonge doris,Moderate Class,Moderate Crime
1099,28 empress ave #1916,43.769982,-79.411745,yonge doris,Moderate Class,Moderate Crime
1100,176 castlefield ave,43.710283,-79.40786,yonge eglinton,High Class,Moderate Crime
1101,570 oriole pkwy,43.705679,-79.406974,yonge eglinton,High Class,Moderate Crime
1102,297 oriole pkwy,43.70077,-79.404051,yonge eglinton,High Class,Moderate Crime
1103,83 lascelles blvd,43.701853,-79.401854,yonge eglinton,High Class,Moderate Crime
1104,28a wilberton rd,43.694932,-79.401617,yonge st clair,High Class,Moderate Crime
1105,97 lawton blvd #704,43.693514,-79.396234,yonge st clair,High Class,Moderate Crime
1106,575 avenue rd #704,43.688637,-79.401726,yonge st clair,High Class,Moderate Crime
1107,39b oriole rd,43.688419,-79.40019,yonge st clair,High Class,Moderate Crime
1108,70 oriole rd,43.689811,-79.401305,yonge st clair,High Class,Moderate Crime
1109,1205 - 5795 yonge st,43.681624,-79.391716,yonge st clair,High Class,Moderate Crime
1110,302 - 99 foxbar rd,43.686594,-79.400463,yonge st clair,High Class,Moderate Crime
1111,605 - 55 delisle ave,43.688292,-79.397092,yonge st clair,High Class,Moderate Crime
1112,70 oriole road,43.689811,-79.401305,yonge st clair,High Class,Moderate Crime
1113,1801 - 609 avenue rd,43.689757,-79.402168,yonge st clair,High Class,Moderate Crime
1114,10 de boers dr #905,43.752055,-79.464264,york university heights,Low Class,Moderate Crime
1115,91 fulwell cres,43.750867,-79.50285,york university heights,Low Class,Moderate Crime
1116,50 grandravine dr #8,43.753029,-79.489411,york university heights,Low Class,Moderate Crime
1117,411 - 10 de boers drive,43.75177,-79.463834,york university heights,Low Class,Moderate Crime
1118,3 clayhall cres,43.751371,-79.499078,york university heights,Low Class,Moderate Crime
1119,703 - 55 de boers dr,43.75177,-79.463834,york university heights,Low Class,Moderate Crime
1120,108 - 37 four winds dr,43.765261,-79.493675,york university heights,Low Class,Moderate Crime
1121,502 - 31 four winds dr,43.765261,-79.493675,york university heights,Low Class,Moderate Crime
1122,149 sharpecroft blvd,43.750414,-79.489371,york university heights,Low Class,Moderate Crime
1123,ph14 - 1060 sheppard ave w,43.750492,-79.464045,york university heights,Low Class,Moderate Crime
1124,1150 briar hill ave #306,43.703091,-79.452004,yorkdale glen park,Moderate Class,Moderate Crime
1125,160 flemington rd #512,43.723077,-79.448251,yorkdale glen park,Moderate Class,Moderate Crime
1126,830 lawrence ave w #2207,43.71445,-79.454208,yorkdale glen park,Moderate Class,Moderate Crime
1127,309 ranee ave,43.722361,-79.451974,yorkdale glen park,Moderate Class,Moderate Crime
1128,1 bolingbroke rd,43.712749,-79.448179,yorkdale glen park,Moderate Class,Moderate Crime
1129,354 ranee ave,43.722078,-79.455298,yorkdale glen park,Moderate Class,Moderate Crime
1130,61 dane ave,43.7172,-79.449548,yorkdale glen park,Moderate Class,Moderate Crime
1131,374 hillmount ave,43.706844,-79.450609,yorkdale glen park,Moderate Class,Moderate Crime
1132,511 - 10 old york mills rd,43.725707,-79.458162,yorkdale glen park,Moderate Class,Moderate Crime
