Street address,Neighbourhood,Latitude,Longitude,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
20 Joe Shuster Way #202,south parkdale,43.640144,-79.423917,399000,1 bd,1 ba,,0,0,0,2,9,3,23,7,0,14,0,0,0,0,0,0,1,3,6,39,6,64,29,0,29,0,0,0,0,1,1,1,10,12,56,10,101,49,0,59,0,0,0,0,3,POINT (-79.423917 43.640144),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
36 Wilson Park Rd,south parkdale,43.637544,-79.44199,1299000,4 bds,2 ba,,0,0,0,0,5,1,15,7,0,8,0,0,0,0,0,0,0,5,3,16,1,34,17,0,23,0,0,0,0,2,1,0,9,5,28,5,51,28,0,33,0,0,0,0,2,POINT (-79.44199 43.637544),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
25 Laidlaw St #516,south parkdale,43.640554,-79.426294,999000,4 bds,3 ba,,0,0,0,2,8,3,17,8,0,16,0,0,0,0,0,1,1,3,5,30,5,59,27,0,27,0,0,0,0,0,1,1,12,12,61,12,119,47,0,54,0,0,0,0,3,POINT (-79.426294 43.640554),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
2510 - 1926 Lake Shore Boulevard W,south parkdale,43.635856,-79.467386,1199900,3,2,,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,1,0,37,0,4,2,0,2,0,0,0,0,0,POINT (-79.467386 43.635856),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
1105 - 2067 Lake Shore Boulevard W,south parkdale,43.631453,-79.431636,750000,2,2,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,12,1,5,3,0,6,0,0,0,0,0,1,0,4,4,37,4,46,22,0,29,0,0,0,0,1,POINT (-79.431636 43.631453),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
1102 - 20 Laidlaw St,south parkdale,43.640503,-79.426858,745000,3,1,,0,0,0,2,8,2,19,8,0,14,0,0,0,0,0,1,0,4,5,28,5,43,25,0,27,0,0,0,0,0,1,1,12,12,61,12,119,49,0,54,0,0,0,0,4,POINT (-79.426858 43.640503),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
919 - 38 Joe Shuster Way,south parkdale,43.640417,-79.424649,399990,1,1,,0,0,0,2,8,3,22,8,0,16,0,0,0,0,0,0,1,2,6,35,6,65,30,0,29,0,0,0,0,1,1,1,11,12,60,11,109,48,0,59,0,0,0,0,3,POINT (-79.424649 43.640417),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
1104 - 270 Dufferin St,south parkdale,43.638483,-79.427467,699000,2,2,,0,0,0,2,13,1,9,8,0,9,0,0,0,0,0,1,1,4,4,27,5,43,22,0,26,0,0,0,0,0,1,1,8,12,61,11,112,44,0,53,0,0,0,0,3,POINT (-79.427467 43.638483),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
Lph14 - 270 Dufferin St,south parkdale,43.638483,-79.427467,999000,4,2,,0,0,0,2,13,1,9,8,0,9,0,0,0,0,0,1,1,4,4,27,5,43,22,0,26,0,0,0,0,0,1,1,8,12,61,11,112,44,0,53,0,0,0,0,3,POINT (-79.427467 43.638483),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325
625 Queen St E #607,south riverdale,43.658001,-79.352987,769900,2 bds,1 ba,,0,0,0,0,3,3,9,5,0,6,0,0,0,0,0,2,0,3,3,14,5,32,12,0,12,0,0,0,0,0,2,0,8,7,50,7,61,32,0,23,0,0,0,0,0,POINT (-79.352987 43.658001),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
665 Queen St E #412,south riverdale,43.658361,-79.351159,849900,2 bds,2 ba,,0,0,1,0,0,3,13,4,0,8,0,0,0,0,0,2,0,2,3,10,6,36,13,0,12,0,0,0,0,0,2,0,7,4,47,7,55,32,0,20,0,0,0,0,0,POINT (-79.351159 43.658361),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
39 Bushell Ave,south riverdale,43.671322,-79.334877,1189000,4 bds,2 ba,,0,0,3,1,8,1,6,2,0,3,0,0,0,0,0,0,0,8,1,39,1,13,7,0,13,0,0,0,0,0,0,3,12,5,87,7,44,30,0,35,0,0,0,0,0,POINT (-79.334877 43.671322),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
80 Curzon St,south riverdale,43.665284,-79.332659,988000,3 bds,2 ba,,0,0,2,0,9,2,10,1,0,3,0,0,0,0,0,0,0,7,2,38,4,27,11,0,21,0,0,0,0,0,0,0,10,4,71,6,41,21,0,26,0,0,0,0,0,POINT (-79.332659 43.665284),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
25 Clark St,south riverdale,43.660183,-79.347772,1475000,3 bds,3 ba,,0,0,1,0,0,4,15,2,0,8,0,0,0,0,0,1,0,3,3,14,5,44,17,0,16,0,0,0,0,0,2,0,7,4,43,6,55,31,0,29,0,0,0,0,0,POINT (-79.347772 43.660183),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
90 Broadview Ave #526,south riverdale,43.65794,-79.349786,689000,2 bds,1 ba,,0,0,1,0,0,4,15,4,0,7,0,0,0,0,0,1,0,2,3,9,5,37,15,0,12,0,0,0,0,0,2,0,7,4,46,7,55,32,0,20,0,0,0,0,0,POINT (-79.349786 43.65794),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
2 1st Ave,south riverdale,43.664898,-79.351918,1750000,3 bds,3 ba,,2,0,2,2,4,0,16,5,0,4,0,0,0,0,0,2,0,3,3,9,4,35,14,0,11,0,0,0,0,0,2,1,19,6,34,9,81,39,0,31,0,0,0,0,1,POINT (-79.351918 43.664898),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
37 Marjory Ave,south riverdale,43.667421,-79.336653,1399000,4 bds,2 ba,,0,0,2,1,8,1,9,4,0,11,0,0,0,0,0,0,0,7,2,33,3,26,17,0,20,0,0,0,0,0,0,0,13,4,76,6,46,29,0,32,0,0,0,0,0,POINT (-79.336653 43.667421),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
52 Sproat Ave,south riverdale,43.668518,-79.33323,998000,3 bds,1 ba,,0,0,2,1,8,1,5,2,0,2,0,0,0,0,0,0,0,5,1,35,4,22,8,0,19,0,0,0,0,0,0,1,13,5,78,6,45,28,0,32,0,0,0,0,0,POINT (-79.33323 43.668518),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
140 - 1173 Dundas St E,south riverdale,43.664423,-79.34184,949900,1,2,,0,0,0,1,8,1,13,9,0,6,0,0,0,0,0,0,0,6,3,26,3,43,21,0,21,0,0,0,0,0,1,0,12,5,47,9,64,31,0,34,0,0,0,0,0,POINT (-79.34184 43.664423),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
627 - 150 Logan Avenue,south riverdale,43.658054,-79.341682,1300000,3,2,,0,0,1,1,5,1,10,5,0,3,0,0,0,0,0,0,0,3,1,20,5,30,13,0,12,0,0,0,0,0,0,0,6,5,50,9,63,29,0,34,0,0,0,0,0,POINT (-79.341682 43.658054),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
212 Alton Avenue,south riverdale,43.66934,-79.330525,849999,2,1,,0,0,2,0,8,0,1,0,0,1,0,0,0,0,0,0,0,7,1,35,4,25,5,0,17,0,0,0,0,0,0,1,13,4,87,7,41,23,0,29,0,0,0,0,0,POINT (-79.330525 43.66934),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
308 - 625 Queen Street E,south riverdale,43.658001,-79.352987,715000,2,1,,0,0,0,0,3,3,9,5,0,6,0,0,0,0,0,2,0,3,3,14,5,32,12,0,12,0,0,0,0,0,2,0,8,7,50,7,61,32,0,23,0,0,0,0,0,POINT (-79.352987 43.658001),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930
170 Bayview Ave #711,st lawrence-east bayfront-the islands,43.655305,-79.35375,625000,1 bd,1 ba,,0,0,0,0,4,0,1,3,0,1,0,0,0,0,0,0,0,4,1,14,6,25,17,0,10,0,0,0,0,0,2,0,5,8,51,7,60,29,0,24,0,0,0,0,0,POINT (-79.35375 43.655305),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
16 Yonge St SUITE 4006,st lawrence-east bayfront-the islands,43.64325,-79.3764,1649999,3 bds,2 ba,"1,266 sqft",0,1,0,3,26,7,25,12,0,30,0,0,0,0,1,0,3,0,11,52,27,117,85,0,135,0,0,0,0,11,0,6,6,18,90,37,204,138,0,263,0,0,0,0,12,POINT (-79.3764 43.64325),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
8 The Esplanade #1908,st lawrence-east bayfront-the islands,43.646227,-79.376346,670000,2 bds,1 ba,,0,3,0,3,28,16,47,25,0,38,0,0,0,0,4,0,5,5,13,60,30,148,105,0,169,0,0,0,0,11,0,7,33,22,107,44,275,166,0,318,0,0,0,0,14,POINT (-79.376346 43.646227),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
20/22 Park Lane Cir,st lawrence-east bayfront-the islands,43.633001,-79.354953,29990000,8bds,9ba,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,POINT (-79.354953 43.633001),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
222 The Esplanade #713,st lawrence-east bayfront-the islands,43.649611,-79.365545,449900,2 bds,1 ba,,0,0,1,3,28,1,10,8,0,14,0,0,0,0,0,0,0,6,8,63,10,51,34,0,29,0,0,0,0,1,0,1,10,12,108,21,122,67,0,82,0,0,0,0,6,POINT (-79.365545 43.649611),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
28 Freeland St #4404,st lawrence-east bayfront-the islands,43.643622,-79.373959,10428000,2 bds,1 ba,,0,0,0,2,22,7,19,7,0,7,0,0,0,0,0,0,3,2,11,57,22,104,62,0,96,0,0,0,0,7,0,5,7,18,97,34,196,131,0,223,0,0,0,0,12,POINT (-79.373959 43.643622),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
65 Harbour Sq #3306,st lawrence-east bayfront-the islands,43.640082,-79.378599,1349900,3 bds,2 ba,,0,0,0,4,8,4,16,13,0,28,0,0,0,0,1,0,3,0,8,34,17,72,58,0,102,0,0,0,0,4,0,6,0,16,63,35,192,117,0,219,0,0,0,0,12,POINT (-79.378599 43.640082),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
70 Distillery Ln #1508,st lawrence-east bayfront-the islands,43.650118,-79.357935,899000,2 bds,2 ba,,0,0,1,0,8,1,6,5,0,0,0,0,0,0,0,0,0,3,1,36,2,14,15,0,10,0,0,0,0,0,0,0,7,7,75,8,49,32,0,37,0,0,0,0,1,POINT (-79.357935 43.650118),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
65 Scadding Ave #422,st lawrence-east bayfront-the islands,43.648874,-79.365216,618000,3 bds,2 ba,,0,0,1,2,30,1,9,9,0,13,0,0,0,0,0,0,0,6,8,61,9,46,32,0,29,0,0,0,0,1,0,1,9,11,103,21,115,63,0,77,0,0,0,0,6,POINT (-79.365216 43.648874),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
905 - 398 Front St E,st lawrence-east bayfront-the islands,43.653005,-79.357169,819900,2,2,,0,0,1,0,7,2,7,6,0,0,0,0,0,0,0,0,0,3,2,36,2,16,19,0,7,0,0,0,0,0,2,0,10,8,73,8,58,32,0,32,0,0,0,0,0,POINT (-79.357169 43.653005),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
329 - 155 Merchants' Wharf Avenue,st lawrence-east bayfront-the islands,43.646203,-79.361412,750000,1,1,,0,0,0,0,8,0,2,5,0,2,0,0,0,0,0,0,0,1,2,49,2,18,18,0,13,0,0,0,0,0,0,0,7,8,75,14,59,35,0,29,0,0,0,0,1,POINT (-79.361412 43.646203),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
1233 - 15 Merchants' Wharf Road,st lawrence-east bayfront-the islands,43.645111,-79.364299,999000,2,2,,0,0,0,0,10,0,2,4,0,2,0,0,0,0,0,0,0,2,5,49,4,30,23,0,23,0,0,0,0,1,0,0,6,9,91,19,89,47,0,47,0,0,0,0,2,POINT (-79.364299 43.645111),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
414 - 15 Lower Jarvis St,st lawrence-east bayfront-the islands,43.645272,-79.369349,525000,1,1,,0,0,0,1,22,0,9,6,0,4,0,0,0,0,1,0,0,4,7,65,18,76,39,0,45,0,0,0,0,2,0,4,9,17,106,29,148,104,0,149,0,0,0,0,11,POINT (-79.369349 43.645272),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
2506 - 33 Mill St,st lawrence-east bayfront-the islands,43.650316,-79.360978,679800,2,1,,0,0,1,0,17,1,11,10,0,1,0,0,0,0,0,0,0,4,4,54,3,24,20,0,18,0,0,0,0,0,0,0,9,10,86,10,61,43,0,36,0,0,0,0,1,POINT (-79.360978 43.650316),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
4610 - 138 Downes Street,st lawrence-east bayfront-the islands,43.644513,-79.370966,579000,0,1,,0,0,0,1,17,5,13,7,0,1,0,0,0,0,1,0,1,4,8,64,18,85,48,0,73,0,0,0,0,4,0,4,7,15,104,32,161,121,0,173,0,0,0,0,11,POINT (-79.370966 43.644513),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
10 Yonge St 1001,st lawrence-east bayfront-the islands,43.642491,-79.375449,759000,1,2,,0,0,0,3,16,3,16,7,0,19,0,0,0,0,1,0,3,0,9,50,24,98,71,0,110,0,0,0,0,7,0,5,6,18,86,34,188,127,0,225,0,0,0,0,12,POINT (-79.375449 43.642491),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
1 & 3 Blithfield Ave,st lawrence-east bayfront-the islands,43.632284,-79.353866,4600000,5,4,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,POINT (-79.353866 43.632284),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
Ph206 - 138 Downes Street,st lawrence-east bayfront-the islands,43.644513,-79.370966,2199999,6,6,,0,0,0,1,17,5,13,7,0,1,0,0,0,0,1,0,1,4,8,64,18,85,48,0,73,0,0,0,0,4,0,4,7,15,104,32,161,121,0,173,0,0,0,0,11,POINT (-79.370966 43.644513),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
4106 - 28 Freeland St,st lawrence-east bayfront-the islands,43.643622,-79.373959,699900,2,1,,0,0,0,2,22,7,19,7,0,7,0,0,0,0,0,0,3,2,11,57,22,104,62,0,96,0,0,0,0,7,0,5,7,18,97,34,196,131,0,223,0,0,0,0,12,POINT (-79.373959 43.643622),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
5301 - 100 Harbour St W,st lawrence-east bayfront-the islands,43.641841,-79.379461,649900,1,1,,0,2,0,4,13,6,27,26,0,52,0,0,0,0,1,0,4,0,11,39,25,97,76,0,153,0,0,0,0,8,0,6,3,18,73,44,231,136,0,249,0,0,0,0,13,POINT (-79.379461 43.641841),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
809 - 77 Harbour Square W,st lawrence-east bayfront-the islands,43.639992,-79.378887,795500,1,1,,0,0,0,4,7,4,16,15,0,25,0,0,0,0,1,0,2,0,8,34,16,70,55,0,102,0,0,0,0,4,0,6,0,16,63,35,192,118,0,221,0,0,0,0,12,POINT (-79.378887 43.639992),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
18 Oaken Gtwy #18,st.andrew-windfields,43.753729,-79.405545,999000,3 bds,2 ba,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,10,7,0,10,0,0,0,0,0,0,2,1,7,80,0,28,13,0,34,0,0,0,0,1,POINT (-79.405545 43.753729),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
88 Forest Heights Blvd,st.andrew-windfields,43.760595,-79.378477,29800000,8bds,11ba,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0,0,2,5,1,54,0,4,7,0,8,0,0,0,0,0,POINT (-79.378477 43.760595),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
36 Old Colony Rd,st.andrew-windfields,43.758104,-79.382893,6380000,4bds,4ba,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,2,6,2,53,0,3,5,0,7,0,0,0,0,0,POINT (-79.382893 43.758104),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
63 Bannatyne Dr,st.andrew-windfields,43.761125,-79.370406,5598000,5 bds,7 ba,,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,4,0,19,0,0,3,0,1,0,0,0,0,0,0,3,5,0,62,1,5,5,0,5,0,0,0,0,2,POINT (-79.370406 43.761125),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
103 Old Colony Rd,st.andrew-windfields,43.758834,-79.374583,19995000,6 bds,11 ba,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,2,5,0,48,0,3,4,0,4,0,0,0,0,0,POINT (-79.374583 43.758834),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
1 Silvergrove Rd,st.andrew-windfields,43.763519,-79.374045,6295000,5 bds,7 ba,,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,19,0,2,4,0,4,0,0,0,0,0,0,3,5,0,55,0,5,6,0,8,0,0,0,0,0,POINT (-79.374045 43.763519),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
8 Swansdown Dr,st.andrew-windfields,43.759947,-79.373036,10499000,5 bds,10 ba,,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,2,0,1,0,0,0,0,0,0,3,5,0,56,1,4,4,0,4,0,0,0,0,0,POINT (-79.373036 43.759947),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
166 Gordon Rd,st.andrew-windfields,43.749409,-79.388568,4799900,6 bds,6 ba,,0,0,1,1,8,0,1,1,0,1,0,0,0,0,0,0,0,1,1,28,0,1,2,0,3,0,0,0,0,0,0,0,2,1,60,0,1,2,0,3,0,0,0,0,0,POINT (-79.388568 43.749409),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
195 Upper Canada Dr,st.andrew-windfields,43.759994,-79.394588,2195000,4 bds,3 ba,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,9,1,0,4,0,0,0,0,0,0,1,4,2,66,0,11,3,0,8,0,0,0,0,0,POINT (-79.394588 43.759994),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
26 Crimson Millway,st.andrew-windfields,43.752006,-79.382613,1198000,5 bds,4 ba,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,1,2,0,3,0,0,0,0,0,0,0,6,1,46,0,1,2,0,3,0,0,0,0,0,POINT (-79.382613 43.752006),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
43 Snowshoe Millway,st.andrew-windfields,43.750779,-79.380064,1399900,4,3,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,18,0,1,2,0,3,0,0,0,0,0,0,0,6,1,42,0,1,2,0,3,0,0,0,0,0,POINT (-79.380064 43.750779),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
43 Snowshoe Milway,st.andrew-windfields,43.750779,-79.380064,13999900,4,3,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,18,0,1,2,0,3,0,0,0,0,0,0,0,6,1,42,0,1,2,0,3,0,0,0,0,0,POINT (-79.380064 43.750779),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
25 Bamburgh Cir #929,steeles,43.815497,-79.325582,460000,2 bds,2 ba,,0,0,0,1,11,0,7,0,0,0,0,0,0,0,0,0,0,3,2,29,0,24,0,0,0,0,0,0,0,0,0,0,8,2,82,0,30,0,0,0,0,0,0,0,0,POINT (-79.325582 43.815497),842,168,245,49,437,87,160,32,5580,8505,2195,1685,810,250,5795,9250,2195,1300,295,205
1222 - 75 Bamburgh Circ,steeles,43.815063,-79.327295,615000,2,2,,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,4,2,35,0,24,0,0,0,0,0,0,0,0,0,0,6,2,94,0,30,0,0,0,0,0,0,0,0,POINT (-79.327295 43.815063),842,168,245,49,437,87,160,32,5580,8505,2195,1685,810,250,5795,9250,2195,1300,295,205
51 Lady Bank Rd #501,stonegate-queensway,43.624575,-79.511602,1099999,3 bds,1 ba,,0,0,0,0,10,1,5,5,1,9,0,0,0,0,0,0,0,1,0,37,3,11,9,1,11,0,0,0,0,0,0,0,8,2,77,5,21,11,1,23,0,0,0,0,1,POINT (-79.511602 43.624575),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
38 S Kingslea Dr,stonegate-queensway,43.641624,-79.496401,5000000,5 bds,6 ba,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,1,8,0,59,2,4,3,1,1,0,0,0,0,1,POINT (-79.496401 43.641624),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
47 Stephen Dr,stonegate-queensway,43.632836,-79.485005,849000,3 bds,1 ba,,0,0,0,0,11,0,3,1,0,2,0,0,0,0,0,0,0,2,0,37,0,4,4,0,5,0,0,0,0,0,0,0,3,1,64,0,12,11,0,11,0,0,0,0,0,POINT (-79.485005 43.632836),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
21 Kirk Bradden Rd W,stonegate-queensway,43.638302,-79.502855,3955000,5 bds,5 ba,,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,1,10,0,72,3,22,1,1,11,0,0,0,0,3,POINT (-79.502855 43.638302),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
5j Brussels Street,stonegate-queensway,43.626893,-79.491403,1199900,3,3,,0,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,0,3,0,32,0,11,3,0,5,0,0,0,0,0,0,1,11,1,89,3,36,9,0,20,0,0,0,0,2,POINT (-79.491403 43.626893),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
506 - 760 The Queensway S,stonegate-queensway,43.626178,-79.504717,515000,2,1,,0,0,1,0,15,1,7,1,0,8,0,0,0,0,1,0,0,7,0,39,2,21,4,1,14,0,0,0,0,1,0,1,10,0,84,4,24,9,1,16,0,0,0,0,1,POINT (-79.504717 43.626178),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
71 Riverwood Pkwy,stonegate-queensway,43.64146,-79.493483,2399000,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,29,0,0,0,0,0,0,0,0,0,0,0,2,6,0,60,2,8,4,1,5,0,0,0,0,0,POINT (-79.493483 43.64146),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
622 - 859 The Queensway,stonegate-queensway,43.624262,-79.510293,699000,3,2,,0,0,0,0,6,1,5,4,1,9,0,0,0,0,0,0,0,2,0,45,1,11,8,1,12,0,0,0,0,1,0,0,11,1,80,7,24,11,1,22,0,0,0,0,1,POINT (-79.510293 43.624262),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
